region,cost,costbenratio,totalben,costperperson,ncyclebefore,ncycleafter,type,change,per,length,ndrivebefore,ndriveafter,carkmbefore,carkmafter,carkm,absenteeismbenefit,healthdeathavoided,healthbenefit,qualitybenefit,accidentsbenefit,co2saved,ghgbenefit,congestionbenefit,geometry
Preston,385918,1.03,397864,10585,136,172,Cycle Lanes,36,26.8,838.965,3105,3079,10323158,10264998,-58160.2,96400,0.0257073532649794,217000,0,8220,1384.37744440514,744,75500,"{""type"":""MultiLineString"",""coordinates"":[[[-2.724,53.77918],[-2.72423,53.77911]],[[-2.72344,53.77936],[-2.724,53.77918]],[[-2.7219,53.77985],[-2.72344,53.77936]],[[-2.72118,53.7801],[-2.7219,53.77985]],[[-2.71909,53.78081],[-2.72118,53.7801]],[[-2.71909,53.78081],[-2.71925,53.78121]],[[-2.71925,53.78121],[-2.71936,53.78164]],[[-2.71936,53.78164],[-2.71933,53.7818]],[[-2.71933,53.7818],[-2.71919,53.78306]],[[-2.71919,53.78306],[-2.71915,53.78367]],[[-2.71915,53.78367],[-2.71884,53.78481]]]}"
Preston,185316,2.87,531956,4038,92,138,Cycle Lanes,46,49.9,402.873,3194,3165,12115576,12037861,-77715,129000,0.0342642145427605,290000,0,11000,1778.08147426081,956,101000,"{""type"":""MultiLineString"",""coordinates"":[[[-2.69536,53.76474],[-2.69546,53.76513]],[[-2.69546,53.76513],[-2.69563,53.76574]],[[-2.69563,53.76574],[-2.69571,53.76602]],[[-2.69571,53.76602],[-2.69575,53.76618]],[[-2.69575,53.76618],[-2.69582,53.76642]],[[-2.69582,53.76642],[-2.69585,53.7665]],[[-2.69585,53.7665],[-2.69588,53.76663]],[[-2.69588,53.76663],[-2.69597,53.76697]],[[-2.69597,53.76697],[-2.69605,53.76724]],[[-2.69605,53.76724],[-2.69606,53.76727]],[[-2.69606,53.76727],[-2.69613,53.76752]],[[-2.69613,53.76752],[-2.69638,53.76832]]]}"
Preston,329784,1.59,523692,5490,129,189,Cycle Lanes,60,46.6,717.082,2856,2821,12058498,11986380,-72118,127000,0.0344450975742901,292000,0,10200,1658.09720459291,892,93600,"{""type"":""MultiLineString"",""coordinates"":[[[-2.66753,53.76886],[-2.66831,53.76868]],[[-2.66925,53.76919],[-2.66831,53.76868]],[[-2.66673,53.76903],[-2.66753,53.76886]],[[-2.66594,53.76923],[-2.66673,53.76903]],[[-2.66494,53.76946],[-2.66594,53.76923]],[[-2.66405,53.76966],[-2.66494,53.76946]],[[-2.66124,53.76998],[-2.66083,53.76926]],[[-2.66311,53.76988],[-2.66405,53.76966]],[[-2.66142,53.77014],[-2.66124,53.76998]],[[-2.66122,53.77032],[-2.66137,53.77028]],[[-2.66137,53.77028],[-2.66311,53.76988]],[[-2.66122,53.77032],[-2.66142,53.77014]]]}"
Preston,4381837,1.14,5010200,25433,250,422,Segregated Cycle Track,172,68.9,6384.41,5331,5176,30832420,29914932,-917487,1380000,0.27018692301799,2300000,0,130000,19053.1150912518,10200,1190000,"{""type"":""MultiLineString"",""coordinates"":[[[-2.89322,53.75016],[-2.89251,53.75031]],[[-2.89251,53.75031],[-2.89188,53.75042]],[[-2.88765,53.75095],[-2.88449,53.75132]],[[-2.88449,53.75132],[-2.88148,53.75249]],[[-2.88087,53.75252],[-2.88148,53.75249]],[[-2.88076,53.7528],[-2.88087,53.75252]],[[-2.87265,53.75494],[-2.88076,53.7528]],[[-2.89188,53.75042],[-2.88995,53.75065]],[[-2.88995,53.75065],[-2.88765,53.75095]],[[-2.89215,53.75119],[-2.89188,53.75042]],[[-2.85746,53.75745],[-2.86346,53.75606]],[[-2.86346,53.75606],[-2.86363,53.7559]],[[-2.8549,53.75786],[-2.85746,53.75745]],[[-2.85214,53.75811],[-2.8549,53.75786]],[[-2.85197,53.75813],[-2.85214,53.75811]],[[-2.81531,53.75854],[-2.85197,53.75813]],[[-2.80556,53.75966],[-2.81531,53.75854]],[[-2.80335,53.76085],[-2.80556,53.75966]],[[-2.80325,53.76091],[-2.80335,53.76085]],[[-2.80253,53.76121],[-2.80325,53.76091]],[[-2.86616,53.75596],[-2.87265,53.75494]],[[-2.86363,53.7559],[-2.86399,53.75582]],[[-2.86399,53.75582],[-2.86431,53.75597]],[[-2.86431,53.75597],[-2.86616,53.75596]]]}"
Preston,212050,1.1,233522,10742,90,110,Cycle Lanes,20,21.9,460.99,2433,2419,9033690,8999340,-34349.6,57600,0.0149436740251895,126000,0,4860,858.838467463939,462,44600,"{""type"":""MultiLineString"",""coordinates"":[[[-2.72866,53.7717],[-2.72856,53.77131]],[[-2.7288,53.77225],[-2.72866,53.7717]],[[-2.72884,53.77239],[-2.7288,53.77225]],[[-2.72887,53.77254],[-2.72884,53.77239]],[[-2.72889,53.77262],[-2.72887,53.77254]],[[-2.72894,53.77279],[-2.72889,53.77262]],[[-2.72902,53.77307],[-2.72894,53.77279]],[[-2.72953,53.77497],[-2.72902,53.77307]],[[-2.7296,53.77526],[-2.72953,53.77497]],[[-2.72963,53.77541],[-2.7296,53.77526]]]}"
Preston,226252,1.2,270374,9415,126,150,Cycle Lanes,24,19.1,491.862,2725,2710,10325577,10285601,-39976.2,65300,0.0173713276747206,147000,0,5650,974.169618539624,524,51900,"{""type"":""MultiLineString"",""coordinates"":[[[-2.7188,53.76548],[-2.71973,53.76528]],[[-2.71865,53.76548],[-2.7188,53.76548]],[[-2.71782,53.76618],[-2.71865,53.76548]],[[-2.71707,53.76657],[-2.71782,53.76618]],[[-2.71672,53.76671],[-2.71707,53.76657]],[[-2.71472,53.76731],[-2.71672,53.76671]],[[-2.71363,53.7676],[-2.71472,53.76731]]]}"
Preston,118029,1.54,181691,11571,55,65,Cycle Lanes,10,18.5,256.591,1491,1484,6880598,6853529,-27069.1,46300,0.011355743764677,96100,0,3830,672.091899375128,361,35100,"{""type"":""MultiLineString"",""coordinates"":[[[-2.66011,53.7201],[-2.65876,53.71957]],[[-2.66089,53.7205],[-2.66011,53.7201]],[[-2.66128,53.72072],[-2.66089,53.7205]],[[-2.66143,53.72079],[-2.66128,53.72072]],[[-2.66184,53.72097],[-2.66143,53.72079]]]}"
Preston,700522,1.37,956670,8521,171,253,Cycle Lanes,82,48.1,1522.89,5312,5261,18898006,18763220,-134785,238000,0.0618272587199834,523000,0,19100,2925.05130513215,1570,175000,"{""type"":""MultiLineString"",""coordinates"":[[[-2.69675,53.78479],[-2.69702,53.78521]],[[-2.69702,53.78521],[-2.69758,53.78604]],[[-2.69758,53.78604],[-2.69787,53.78637]],[[-2.70199,53.78634],[-2.70236,53.78626]],[[-2.70075,53.789],[-2.69969,53.78931]],[[-2.69787,53.78637],[-2.69841,53.78692]],[[-2.69841,53.78692],[-2.7,53.7865]],[[-2.69841,53.78692],[-2.70075,53.789]],[[-2.70037,53.78645],[-2.70051,53.78644]],[[-2.7,53.7865],[-2.70037,53.78645]],[[-2.70051,53.78644],[-2.70199,53.78634]],[[-2.69969,53.78931],[-2.69794,53.79019]],[[-2.69794,53.79019],[-2.69735,53.79071]],[[-2.69735,53.79071],[-2.69684,53.791]],[[-2.69684,53.791],[-2.69621,53.79142]],[[-2.69621,53.79142],[-2.69597,53.79181]],[[-2.69597,53.79181],[-2.69601,53.7922]],[[-2.69601,53.7922],[-2.69646,53.79272]],[[-2.69646,53.79272],[-2.69679,53.79314]],[[-2.69679,53.79314],[-2.69642,53.79386]]]}"
Preston,140963,1.7,240122,11535,74,86,Cycle Lanes,12,16.5,306.444,2130,2121,11065069,11029988,-35081.9,63200,0.0148682180664469,126000,0,4960,858.920696863067,462,45500,"{""type"":""MultiLineString"",""coordinates"":[[[-2.68877,53.72487],[-2.68812,53.72496]],[[-2.68841,53.72731],[-2.68812,53.72496]]]}"
Preston,107695,1.51,162186,10009,62,73,Stepped Cycle Tracks,11,17.4,224.371,2374,2365,9464670,9438965,-25705.2,40100,0.0100169860474645,84800,0,3630,662.688803996759,356,33300,"{""type"":""MultiLineString"",""coordinates"":[[[-2.6595,53.65912],[-2.65948,53.65905]],[[-2.65934,53.65896],[-2.65741,53.65798]],[[-2.65948,53.65905],[-2.65934,53.65896]],[[-2.65991,53.65927],[-2.65985,53.65927]],[[-2.65955,53.65918],[-2.6595,53.65913]],[[-2.65985,53.65927],[-2.65955,53.65918]]]}"
Preston,263962,1.57,415329,6274,86,128,Cycle Lanes,42,48.9,573.846,2045,2016,6791970,6727951,-64018.3,96400,0.0267439724992887,226000,0,9050,1448.69407342613,779,83100,"{""type"":""MultiLineString"",""coordinates"":[[[-2.66612,53.73001],[-2.66599,53.73]],[[-2.66599,53.73],[-2.66479,53.73003]],[[-2.66671,53.73002],[-2.66613,53.73001]],[[-2.66846,53.73001],[-2.66822,53.73003]],[[-2.66822,53.73003],[-2.66753,53.73003]],[[-2.66479,53.73003],[-2.66422,53.73056]],[[-2.66753,53.73003],[-2.66671,53.73002]],[[-2.66422,53.73056],[-2.66307,53.73121]],[[-2.66307,53.73121],[-2.66264,53.73133]],[[-2.66087,53.73141],[-2.6608,53.73141]],[[-2.66264,53.73133],[-2.662,53.73147]],[[-2.66165,53.73146],[-2.66087,53.73141]],[[-2.662,53.73147],[-2.66165,53.73146]]]}"
Preston,230981,1.13,261677,9918,78,101,Cycle Lanes,23,29.9,502.146,1724,1709,5063275,5027778,-35497,65100,0.0171972942166032,145000,0,5020,850.102543450147,457,46100,"{""type"":""MultiLineString"",""coordinates"":[[[-2.73218,53.77762],[-2.7307,53.77698]],[[-2.7327,53.7777],[-2.73218,53.77762]],[[-2.73301,53.77779],[-2.7327,53.7777]],[[-2.73372,53.7781],[-2.73301,53.77779]],[[-2.73404,53.77827],[-2.73373,53.7781]],[[-2.73425,53.77842],[-2.73404,53.77827]],[[-2.73462,53.77871],[-2.73425,53.77842]],[[-2.73477,53.77881],[-2.73462,53.77871]],[[-2.73587,53.77923],[-2.73477,53.77881]],[[-2.73634,53.77927],[-2.73587,53.77923]],[[-2.73686,53.77927],[-2.73634,53.77927]]]}"
Preston,122993,1.27,156148,9227,66,79,Cycle Lanes,13,20.2,267.385,1506,1497,4609291,4587727,-21563.7,38600,0.0101922126338318,86200,0,3050,553.468415034938,298,28000,"{""type"":""MultiLineString"",""coordinates"":[[[-2.74019,53.77988],[-2.7399,53.77982]],[[-2.7411,53.78012],[-2.74019,53.77988]],[[-2.74172,53.7807],[-2.7411,53.78012]],[[-2.74189,53.78087],[-2.74172,53.7807]],[[-2.74197,53.78095],[-2.74189,53.78087]],[[-2.74253,53.78151],[-2.74197,53.78095]]]}"
Preston,226071,1.26,284981,7516,78,108,Cycle Lanes,30,38.6,491.462,1983,1962,7197542,7152137,-45405.7,66100,0.0180087895584606,153000,0,6420,1042.81740123163,561,58900,"{""type"":""MultiLineString"",""coordinates"":[[[-2.65751,53.73258],[-2.65503,53.73348]],[[-2.65503,53.73348],[-2.65409,53.73382]],[[-2.65417,53.73389],[-2.65409,53.73382]],[[-2.65438,53.73407],[-2.65417,53.73389]],[[-2.65484,53.73446],[-2.65438,53.73407]],[[-2.6559,53.73554],[-2.65484,53.73446]]]}"
Preston,230314,1.55,356042,7799,71,101,Cycle Lanes,30,41.6,480.139,2053,2031,7466915,7411258,-55656.8,85300,0.0224457163940277,190000,0,7870,1248.89694029183,672,72200,"{""type"":""MultiLineString"",""coordinates"":[[[-2.64721,53.72833],[-2.64652,53.72827]],[[-2.64737,53.72835],[-2.64721,53.72833]],[[-2.64754,53.72836],[-2.64737,53.72835]],[[-2.6479,53.7284],[-2.64754,53.72836]],[[-2.64916,53.72898],[-2.6479,53.7284]],[[-2.64986,53.72957],[-2.64916,53.72898]],[[-2.65031,53.73048],[-2.64986,53.72957]],[[-2.65032,53.73052],[-2.65031,53.73048]],[[-2.65032,53.73073],[-2.65032,53.73052]],[[-2.65042,53.73113],[-2.65032,53.73073]],[[-2.65054,53.73129],[-2.65042,53.73113]]]}"
Preston,100066,3.04,304139,3145,105,137,Cycle Lanes,32,30.3,217.542,2106,2089,7089518,7050296,-39222.2,75200,0.0203280481459311,172000,0,5550,909.968403195894,489,50900,"{""type"":""MultiLineString"",""coordinates"":[[[-2.69873,53.75441],[-2.69882,53.75437]],[[-2.6986,53.75446],[-2.69873,53.75441]],[[-2.69835,53.75458],[-2.6986,53.75446]],[[-2.69785,53.75491],[-2.69835,53.75459]],[[-2.6974,53.75526],[-2.69785,53.75491]],[[-2.69716,53.75563],[-2.6974,53.75526]],[[-2.69714,53.75568],[-2.69716,53.75563]],[[-2.69714,53.75568],[-2.69699,53.75594]]]}"
Preston,158429,1.11,176396,13029,75,87,Cycle Lanes,12,16.2,344.419,1670,1661,8247215,8220051,-27164.1,43900,0.0109996015589911,93100,0,3840,661.156101561623,356,35200,"{""type"":""MultiLineString"",""coordinates"":[[[-2.68486,53.73886],[-2.68499,53.73879]],[[-2.68465,53.73899],[-2.68486,53.73886]],[[-2.68422,53.73934],[-2.68464,53.73899]],[[-2.68377,53.73974],[-2.68422,53.73934]],[[-2.68204,53.74077],[-2.68377,53.73974]],[[-2.68154,53.74102],[-2.68204,53.74077]]]}"
Preston,176097,2.14,376980,5800,79,109,Cycle Lanes,30,38.4,382.823,2573,2554,9678187,9625525,-52661.9,94600,0.0242765982925233,206000,0,7450,1171.17926095544,630,68300,"{""type"":""MultiLineString"",""coordinates"":[[[-2.69801,53.78054],[-2.69801,53.78082]],[[-2.69801,53.78082],[-2.69803,53.78234]],[[-2.69803,53.78234],[-2.69709,53.78355]],[[-2.69709,53.78355],[-2.697,53.78368]],[[-2.697,53.78368],[-2.69691,53.78384]]]}"
Preston,208807,1.29,269316,6491,66,98,Cycle Lanes,32,48.7,453.94,1366,1350,4789189,4753938,-35251,64200,0.0182156625712839,154000,0,4980,811.096183244824,436,45700,"{""type"":""MultiLineString"",""coordinates"":[[[-2.69717,53.76319],[-2.69696,53.76323]],[[-2.69696,53.76323],[-2.69648,53.76331]],[[-2.69648,53.76331],[-2.69603,53.76336]],[[-2.69603,53.76336],[-2.69533,53.76345]],[[-2.69533,53.76345],[-2.69467,53.76365]],[[-2.69467,53.76365],[-2.694,53.76401]],[[-2.694,53.76401],[-2.69361,53.76418]],[[-2.69361,53.76418],[-2.69321,53.76437]],[[-2.6932,53.76437],[-2.69264,53.76462]],[[-2.69264,53.76462],[-2.69133,53.76521]]]}"
Preston,214769,1.57,336188,8011,132,159,Cycle Lanes,27,20.3,466.894,1774,1756,5624602,5576434,-48168.4,83300,0.0216430581025018,183000,0,6810,1074.70904594603,578,62500,"{""type"":""MultiLineString"",""coordinates"":[[[-2.66074,53.72519],[-2.66111,53.72527]],[[-2.66111,53.72527],[-2.66233,53.72602]],[[-2.66233,53.72602],[-2.66332,53.72665]],[[-2.66332,53.72665],[-2.66422,53.72676]],[[-2.66422,53.72676],[-2.6651,53.72685]],[[-2.6651,53.72685],[-2.66618,53.72692]]]}"
Preston,115408,2.86,330275,4494,71,97,Cycle Lanes,26,36.2,299.756,2450,2434,9518487,9472363,-46124,83400,0.0212609213889559,180000,0,6520,1032.61288096378,555,59800,"{""type"":""MultiLineString"",""coordinates"":[[[-2.69662,53.77854],[-2.69673,53.77926]],[[-2.69673,53.77926],[-2.69677,53.77973]],[[-2.69677,53.77973],[-2.69681,53.78016]],[[-2.69681,53.78016],[-2.69685,53.78055]],[[-2.69801,53.78054],[-2.69685,53.78055]]]}"
Preston,117708,1.51,177688,8450,54,68,Cycle Lanes,14,25.8,255.889,1330,1320,4457730,4431182,-26549,43500,0.0113133032641883,95700,0,3750,628.492928065789,338,34400,"{""type"":""MultiLineString"",""coordinates"":[[[-2.66935,53.73866],[-2.66781,53.73766]],[[-2.6702,53.73944],[-2.66935,53.73866]]]}"
Preston,142493,1.45,206053,5713,139,164,Cycle Lanes,25,17.9,309.774,2431,2416,7630251,7597381,-32870.3,45400,0.0132726598000196,113000,0,4650,748.656862661977,403,42600,"{""type"":""MultiLineString"",""coordinates"":[[[-2.71106,53.76262],[-2.71264,53.76274]],[[-2.71264,53.76274],[-2.71363,53.76277]],[[-2.71363,53.76277],[-2.7137,53.76278]],[[-2.7137,53.76278],[-2.71408,53.76279]],[[-2.71408,53.76279],[-2.71574,53.76285]]]}"
Preston,4115,65.63,270068,212,93,112,Cycle Street,19,20.9,274.5,1433,1419,4796677,4758399,-38277.9,67500,0.017441118638423,147000,0,5410,851.057601287236,458,49700,"{""type"":""MultiLineString"",""coordinates"":[[[-2.66806,53.72827],[-2.66667,53.7278]],[[-2.66807,53.72827],[-2.66865,53.7285]],[[-2.66877,53.72866],[-2.66865,53.7285]],[[-2.66878,53.72909],[-2.66877,53.72866]],[[-2.66925,53.72935],[-2.66878,53.72909]]]}"
Preston,121534,2.17,263641,6008,164,184,Cycle Lanes,20,12.3,264.215,2147,2133,7084046,7045297,-38748.9,65400,0.0168410696547803,142000,0,5480,857.599751134901,461,50300,"{""type"":""MultiLineString"",""coordinates"":[[[-2.65837,53.7254],[-2.65661,53.7253]],[[-2.6586,53.72542],[-2.65837,53.7254]],[[-2.65897,53.72543],[-2.6586,53.72542]],[[-2.65926,53.72545],[-2.65898,53.72543]],[[-2.65959,53.72548],[-2.65926,53.72545]],[[-2.65979,53.72549],[-2.65959,53.72548]],[[-2.65988,53.7255],[-2.65979,53.72549]],[[-2.66019,53.72552],[-2.65988,53.7255]],[[-2.66059,53.72555],[-2.66019,53.72552]]]}"
Preston,127382,1.24,158413,6576,76,95,Cycle Lanes,19,25.5,276.92,1209,1199,3692923,3672044,-20878.2,38200,0.0106036941605744,89900,0,2950,488.837148247506,263,27100,"{""type"":""MultiLineString"",""coordinates"":[[[-2.68451,53.76585],[-2.6857,53.76529]],[[-2.68535,53.76649],[-2.68451,53.76585]],[[-2.68615,53.76712],[-2.68535,53.76649]]]}"
Preston,92534,1.12,103914,12488,52,59,Cycle Lanes,7,14.3,201.166,1119,1114,3918768,3903115,-15653.2,25100,0.00663332978771751,56100,0,2210,380.197067150066,204,20300,"{""type"":""MultiLineString"",""coordinates"":[[[-2.67904,53.70723],[-2.67914,53.70747]],[[-2.67914,53.70747],[-2.67939,53.708]],[[-2.67939,53.708],[-2.68022,53.70884]]]}"
Preston,252587,2.31,582410,12327,71,91,Cycle Lanes,20,28.9,549.109,1654,1636,9821761,9714292,-107469,156000,0.0317844817588193,271000,0,15200,2247.08159051187,1210,139000,"{""type"":""MultiLineString"",""coordinates"":[[[-2.89244,53.75194],[-2.89236,53.75172]],[[-2.89277,53.7527],[-2.89244,53.75194]],[[-2.89464,53.75568],[-2.89373,53.75448]],[[-2.89516,53.75635],[-2.89464,53.75568]],[[-2.89336,53.7539],[-2.89277,53.7527]],[[-2.89373,53.75448],[-2.89336,53.7539]]]}"
Reading,1722223,1.11,1906150,11752,771,918,Cycle Lanes,147,19,3224.61,10108,10011,43528924,43261612,-267313,478000,0.122440192027931,1040000,0,37800,6238.02188088663,3350,347000,"{""type"":""MultiLineString"",""coordinates"":[[[-0.92388,51.44081],[-0.922,51.44046]],[[-0.93272,51.4411],[-0.93254,51.44102]],[[-0.93234,51.44095],[-0.93229,51.44094]],[[-0.93254,51.44102],[-0.93234,51.44095]],[[-0.93229,51.44094],[-0.93198,51.44086]],[[-0.92504,51.44102],[-0.92388,51.44081]],[[-0.92649,51.44128],[-0.92531,51.44107]],[[-0.929,51.44177],[-0.92649,51.44128]],[[-0.92938,51.44186],[-0.929,51.44177]],[[-0.92998,51.44203],[-0.92938,51.44186]],[[-0.93135,51.44068],[-0.93208,51.43881]],[[-0.93198,51.44086],[-0.93135,51.44068]],[[-0.92531,51.44107],[-0.92504,51.44102]],[[-0.93116,51.44237],[-0.93064,51.44226]],[[-0.93032,51.44269],[-0.92989,51.44324]],[[-0.92989,51.44324],[-0.92971,51.44346]],[[-0.93064,51.44226],[-0.93032,51.44269]],[[-0.92985,51.44206],[-0.92933,51.44191]],[[-0.93135,51.44068],[-0.93068,51.4422]],[[-0.92985,51.44207],[-0.93002,51.44212]],[[-0.93033,51.44218],[-0.92998,51.44203]],[[-0.93064,51.44226],[-0.93034,51.44218]],[[-0.92971,51.44346],[-0.92963,51.44356]],[[-0.92963,51.44356],[-0.92949,51.44376]],[[-0.92949,51.44376],[-0.92931,51.44403]],[[-0.92931,51.44403],[-0.92908,51.44438]],[[-0.92908,51.44438],[-0.92889,51.44462]],[[-0.92889,51.44462],[-0.92845,51.44518]],[[-0.92845,51.44518],[-0.92824,51.44545]],[[-0.92824,51.44545],[-0.92814,51.44556]],[[-0.92814,51.44556],[-0.92812,51.44558]],[[-0.92812,51.44558],[-0.92789,51.4459]],[[-0.92789,51.4459],[-0.92787,51.44592]],[[-0.92787,51.44592],[-0.92777,51.4461]],[[-0.92777,51.4461],[-0.92747,51.4466]],[[-0.92747,51.4466],[-0.92732,51.44686]],[[-0.927,51.44933],[-0.92698,51.45071]],[[-0.92698,51.45071],[-0.92705,51.45109]],[[-0.92708,51.45322],[-0.92123,51.45836]],[[-0.92123,51.45836],[-0.92122,51.45847]],[[-0.92705,51.45109],[-0.92719,51.45308]],[[-0.92719,51.45308],[-0.92708,51.45322]],[[-0.92732,51.44686],[-0.92702,51.44886]],[[-0.92702,51.44886],[-0.927,51.44933]]]}"
Reading,1029793,1.07,1105690,8775,966,1083,Stepped Cycle Tracks,117,12.1,2140.61,7645,7595,29883426,29743312,-140113,262000,0.0753517837146867,640000,0,19800,3510.98509693169,1890,182000,"{""type"":""MultiLineString"",""coordinates"":[[[-0.96697,51.45043],[-0.96924,51.45008]],[[-0.96564,51.45062],[-0.96635,51.45051]],[[-0.96635,51.45051],[-0.96697,51.45043]],[[-0.9671,51.45054],[-0.96697,51.45043]],[[-0.96514,51.45069],[-0.96564,51.45062]],[[-0.96471,51.45076],[-0.96514,51.45069]],[[-0.96364,51.45093],[-0.96471,51.45076]],[[-0.96329,51.45098],[-0.96364,51.45093]],[[-0.96311,51.451],[-0.96329,51.45098]],[[-0.96057,51.45133],[-0.96311,51.451]],[[-0.9603,51.45136],[-0.96052,51.45133]],[[-0.96008,51.45139],[-0.9603,51.45136]],[[-0.95953,51.45147],[-0.96008,51.45139]],[[-0.95946,51.45147],[-0.95953,51.45147]],[[-0.95941,51.45148],[-0.95946,51.45147]],[[-0.95819,51.45166],[-0.95941,51.45148]],[[-0.95689,51.45184],[-0.95818,51.45166]],[[-0.95833,51.4519],[-0.95819,51.45166]],[[-0.95489,51.4521],[-0.95538,51.45204]],[[-0.95538,51.45204],[-0.95581,51.45198]],[[-0.95581,51.45198],[-0.95689,51.45184]],[[-0.95445,51.45216],[-0.95489,51.4521]],[[-0.95084,51.45261],[-0.9512,51.45256]],[[-0.95018,51.45272],[-0.95084,51.45261]],[[-0.95867,51.45367],[-0.95873,51.45291]],[[-0.95873,51.45291],[-0.95848,51.4522]],[[-0.95377,51.45223],[-0.95445,51.45216]],[[-0.95222,51.45242],[-0.95377,51.45223]],[[-0.95121,51.45256],[-0.95222,51.45242]],[[-0.95704,51.45373],[-0.95618,51.45365]],[[-0.95286,51.45331],[-0.95207,51.45322]],[[-0.95395,51.45343],[-0.95286,51.45331]],[[-0.95443,51.45347],[-0.95395,51.45343]],[[-0.95544,51.45358],[-0.95443,51.45347]],[[-0.95618,51.45365],[-0.95544,51.45358]],[[-0.95857,51.45394],[-0.95862,51.45384]],[[-0.95933,51.45405],[-0.95857,51.45394]],[[-0.95862,51.45384],[-0.95867,51.45367]],[[-0.95751,51.45378],[-0.95704,51.45373]],[[-0.95857,51.45394],[-0.95751,51.45378]],[[-0.95848,51.4522],[-0.95834,51.45192]]]}"
Reading,654110,1.24,811200,7823,705,789,Stepped Cycle Tracks,84,11.9,1784.88,5643,5606,23030832,22926244,-104588,190000,0.0551557021198706,469000,0,14800,2607.41928775881,1400,136000,"{""type"":""MultiLineString"",""coordinates"":[[[-0.96168,51.45357],[-0.96189,51.45367]],[[-0.96189,51.45367],[-0.96201,51.45384]],[[-0.96024,51.45387],[-0.96072,51.45381]],[[-0.95984,51.45394],[-0.96024,51.45387]],[[-0.95936,51.45395],[-0.95984,51.45394]],[[-0.96072,51.45381],[-0.96117,51.45375]],[[-0.96122,51.45375],[-0.96178,51.45365]],[[-0.96122,51.45375],[-0.96183,51.45389]],[[-0.9619,51.45405],[-0.96202,51.45428]],[[-0.96211,51.45444],[-0.9622,51.45458]],[[-0.9622,51.45458],[-0.96228,51.45467]],[[-0.96202,51.45428],[-0.96211,51.45444]],[[-0.96183,51.45389],[-0.9619,51.45405]],[[-0.96221,51.45429],[-0.96201,51.45384]],[[-0.96228,51.45467],[-0.96242,51.45482]],[[-0.96242,51.45482],[-0.9626,51.45498]],[[-0.96222,51.45471],[-0.96197,51.45498]],[[-0.96235,51.45499],[-0.96197,51.45498]],[[-0.9626,51.45498],[-0.96278,51.45517]],[[-0.96281,51.45554],[-0.96235,51.45499]],[[-0.9622,51.45458],[-0.96222,51.45471]],[[-0.96287,51.45534],[-0.96295,51.45553]],[[-0.96314,51.45614],[-0.96308,51.45583]],[[-0.96297,51.45681],[-0.96289,51.45589]],[[-0.96308,51.45583],[-0.96302,51.45558]],[[-0.96302,51.45558],[-0.96292,51.45532]],[[-0.96295,51.45553],[-0.96302,51.45586]],[[-0.96289,51.45589],[-0.96282,51.45554]],[[-0.96331,51.45682],[-0.96338,51.45693]],[[-0.96307,51.45707],[-0.9629,51.4569]],[[-0.96338,51.45693],[-0.9646,51.45721]],[[-0.96323,51.45706],[-0.96307,51.45707]],[[-0.96467,51.45734],[-0.96323,51.45706]],[[-0.96302,51.45586],[-0.96331,51.45682]],[[-0.9629,51.4569],[-0.96297,51.45681]],[[-0.96524,51.45741],[-0.96467,51.45734]],[[-0.96603,51.45735],[-0.96559,51.4573]],[[-0.96777,51.45779],[-0.96737,51.45769]],[[-0.96775,51.45782],[-0.96619,51.45755]],[[-0.96657,51.45743],[-0.96603,51.45735]],[[-0.96737,51.45769],[-0.96524,51.45741]],[[-0.9646,51.45721],[-0.96555,51.45733]],[[-0.96559,51.4573],[-0.96546,51.45728]],[[-0.96278,51.45517],[-0.96287,51.45534]]]}"
Reading,349959,1.78,623630,6940,486,536,Stepped Cycle Tracks,50,10.4,636.726,4308,4285,19501228,19427178,-74049.4,161000,0.0419189030517967,355000,0,10500,1918.09031007506,1030,96100,"{""type"":""MultiLineString"",""coordinates"":[[[-0.94768,51.4527],[-0.94641,51.45245]],[[-0.94993,51.45276],[-0.95018,51.45272]],[[-0.94818,51.45284],[-0.94768,51.4527]],[[-0.94919,51.45284],[-0.94993,51.45276]],[[-0.94878,51.45292],[-0.94841,51.45287]],[[-0.95047,51.45301],[-0.9507,51.45303]],[[-0.95053,51.45309],[-0.94981,51.45304]],[[-0.94978,51.45291],[-0.95047,51.45301]],[[-0.94981,51.45304],[-0.94878,51.45292]],[[-0.94823,51.45308],[-0.94878,51.45292]],[[-0.94867,51.45286],[-0.94892,51.45287]],[[-0.94768,51.4527],[-0.94867,51.45286]],[[-0.94892,51.45287],[-0.94919,51.45284]],[[-0.94841,51.45287],[-0.94818,51.45284]],[[-0.94919,51.45284],[-0.94978,51.45291]],[[-0.94878,51.45292],[-0.94892,51.45287]]]}"
