recommended,geometry
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.1967,51.57604],[-0.19671,51.5761]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.19671,51.5761],[-0.1971,51.57707]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.1971,51.57707],[-0.1972,51.57732]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.1972,51.57732],[-0.19732,51.57764]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.19732,51.57764],[-0.19742,51.57788]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.19742,51.57789],[-0.19752,51.57815]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.19752,51.57815],[-0.19763,51.5784]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.19763,51.5784],[-0.19774,51.57866]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.19774,51.57866],[-0.19785,51.57892]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.19785,51.57892],[-0.19789,51.57903]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.19789,51.57903],[-0.19794,51.57918]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.19794,51.57918],[-0.19806,51.57943]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.19806,51.57943],[-0.19815,51.57966]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.19815,51.57966],[-0.19817,51.5797]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.19817,51.5797],[-0.19838,51.58025]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.19838,51.58025],[-0.19844,51.58039]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.19844,51.58039],[-0.19881,51.58135]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.19881,51.58135],[-0.1992,51.58221]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.1992,51.58221],[-0.19935,51.58254]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.19935,51.58254],[-0.1997,51.58351]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.1997,51.58351],[-0.19976,51.5837]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.19976,51.5837],[-0.19987,51.58411]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.19987,51.58411],[-0.19987,51.58426]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.19987,51.58426],[-0.19987,51.58451]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.19987,51.58451],[-0.19989,51.585]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.19989,51.585],[-0.19991,51.5854]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.19991,51.5854],[-0.19988,51.5859]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.19988,51.5859],[-0.19988,51.58638]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.19988,51.58638],[-0.19987,51.58683]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.19987,51.58683],[-0.19988,51.58721]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.19988,51.58721],[-0.19987,51.58764]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.19987,51.58764],[-0.19982,51.58844]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.19982,51.58844],[-0.19981,51.58851]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.19981,51.58851],[-0.19979,51.58886]]}"
Cycle Street,"{""type"":""LineString"",""coordinates"":[[-0.04983,51.54994],[-0.0498,51.54986]]}"
Cycle Street,"{""type"":""LineString"",""coordinates"":[[-0.07783,51.5324],[-0.07781,51.5321]]}"
Cycle Street,"{""type"":""LineString"",""coordinates"":[[-0.07781,51.5321],[-0.07781,51.53203]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.22629,51.51555],[-0.2262,51.5154]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.21682,51.4513],[-0.21689,51.45125]]}"
Segregated Cycle Track,"{""type"":""LineString"",""coordinates"":[[-0.22061,51.44934],[-0.22175,51.44877]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.21041,51.42052],[-0.21041,51.42062]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.17392,51.42994],[-0.17462,51.43033]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.17462,51.43033],[-0.17517,51.4307]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.17517,51.4307],[-0.17567,51.4311]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.17567,51.4311],[-0.17582,51.43123]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.17582,51.43123],[-0.17711,51.43195]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.17711,51.43195],[-0.17739,51.43201]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.17739,51.43202],[-0.17908,51.4324]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.17908,51.4324],[-0.18037,51.43287]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.18037,51.43287],[-0.18059,51.43294]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.18059,51.43294],[-0.18071,51.43295]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.18355,51.43159],[-0.18325,51.43189]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.18325,51.43189],[-0.18252,51.43223]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.08227,51.49694],[-0.08181,51.4967]]}"
Cycle Lane on Path,"{""type"":""LineString"",""coordinates"":[[-0.0489,51.60678],[-0.04893,51.60686]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.01942,51.52442],[-0.01964,51.52476]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.01964,51.52476],[-0.01974,51.52492]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.01974,51.52492],[-0.01983,51.52505]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.01983,51.52505],[-0.02009,51.52547]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.02009,51.52547],[-0.02063,51.52614]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.02066,51.52616],[-0.02166,51.52783]]}"
Cycle Street,"{""type"":""LineString"",""coordinates"":[[-0.09811,51.55567],[-0.09691,51.55566]]}"
Cycle Street,"{""type"":""LineString"",""coordinates"":[[-0.09691,51.55566],[-0.09594,51.55569]]}"
Cycle Street,"{""type"":""LineString"",""coordinates"":[[-0.09594,51.55569],[-0.09496,51.55572]]}"
Cycle Street,"{""type"":""LineString"",""coordinates"":[[-0.08021,51.56039],[-0.07943,51.56006]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.19527,51.57079],[-0.19534,51.57114]]}"
Cycle Lane on Path,"{""type"":""LineString"",""coordinates"":[[-0.02316,51.52611],[-0.02298,51.52605]]}"
Cycle Lane on Path,"{""type"":""LineString"",""coordinates"":[[-0.02298,51.52605],[-0.02286,51.52595]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.02256,51.52767],[-0.02166,51.52783]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.02304,51.52758],[-0.02256,51.52767]]}"
Cycle Lane on Path,"{""type"":""LineString"",""coordinates"":[[-0.09335,51.54804],[-0.09376,51.54816]]}"
Cycle Street,"{""type"":""LineString"",""coordinates"":[[-0.09335,51.54804],[-0.09292,51.54808]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.06434,51.61511],[-0.06448,51.61456]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.06448,51.61456],[-0.06454,51.61418]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.06454,51.61418],[-0.0647,51.61331]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.0647,51.61331],[-0.06476,51.61299]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.06476,51.61299],[-0.06478,51.61285]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.06478,51.61285],[-0.06498,51.61192]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.06498,51.61192],[-0.06691,51.6089]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.12432,51.60686],[-0.12434,51.60687]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.12434,51.60687],[-0.1255,51.60746]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.1255,51.60746],[-0.12575,51.60765]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.11492,51.61254],[-0.1162,51.61245]]}"
Segregated Cycle Track,"{""type"":""LineString"",""coordinates"":[[-0.20029,51.58967],[-0.2006,51.58965]]}"
Segregated Cycle Track,"{""type"":""LineString"",""coordinates"":[[-0.16793,51.58364],[-0.16783,51.58377]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.19465,51.60055],[-0.19451,51.60066]]}"
Segregated Cycle Track,"{""type"":""LineString"",""coordinates"":[[-0.23139,51.58615],[-0.23312,51.58701]]}"
Segregated Cycle Track,"{""type"":""LineString"",""coordinates"":[[-0.23312,51.58701],[-0.23427,51.5873]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.16991,51.58929],[-0.16949,51.58911]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.19799,51.59712],[-0.19779,51.59743]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.19778,51.59743],[-0.19771,51.59755]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.19771,51.59755],[-0.19723,51.59813]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.19723,51.59813],[-0.19704,51.59835]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.19704,51.59835],[-0.19651,51.59895]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.19651,51.59895],[-0.19646,51.599]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.19646,51.599],[-0.19614,51.59929]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.19614,51.59929],[-0.19542,51.59991]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.19542,51.59991],[-0.19525,51.60006]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.19525,51.60006],[-0.19465,51.60055]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.19091,51.58687],[-0.19192,51.58717]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.19192,51.58717],[-0.19284,51.58751]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.17125,51.57254],[-0.16802,51.57301]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.16599,51.5729],[-0.16556,51.57281]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.16556,51.57281],[-0.16531,51.57274]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.17914,51.59189],[-0.17844,51.59163]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.17844,51.59163],[-0.17755,51.5915]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.17755,51.5915],[-0.17744,51.59149]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.17744,51.59149],[-0.17737,51.59148]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.17737,51.59148],[-0.17654,51.5914]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.17654,51.5914],[-0.17608,51.59136]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.17608,51.59136],[-0.176,51.59135]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.176,51.59135],[-0.17562,51.59131]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.17562,51.59131],[-0.17431,51.59105]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.17431,51.59105],[-0.17329,51.59073]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.17329,51.59073],[-0.17302,51.59059]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.17301,51.59059],[-0.17295,51.59056]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.17295,51.59056],[-0.17226,51.59023]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.17226,51.59023],[-0.17221,51.59021]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.17221,51.59021],[-0.17218,51.5902]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.17218,51.5902],[-0.17132,51.58994]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.17132,51.58994],[-0.17061,51.58954]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.17061,51.58954],[-0.16992,51.58929]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.16949,51.58911],[-0.16898,51.58901]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.16898,51.58901],[-0.16879,51.58902]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.122,51.56703],[-0.12156,51.56652]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.12156,51.56652],[-0.12109,51.56604]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.12109,51.56604],[-0.12097,51.56592]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.12097,51.56592],[-0.12095,51.5659]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.12095,51.5659],[-0.12059,51.56554]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.12059,51.56554],[-0.12028,51.56524]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.12028,51.56524],[-0.12005,51.56502]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.12005,51.56502],[-0.11985,51.56483]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.11985,51.56483],[-0.11864,51.5637]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.11864,51.5637],[-0.1168,51.56186]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.1168,51.56186],[-0.11669,51.56175]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.11669,51.56175],[-0.11602,51.56114]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.11602,51.56114],[-0.11536,51.5605]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.11536,51.5605],[-0.11528,51.56043]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.1067,51.56589],[-0.10557,51.56513]]}"
Cycle Street,"{""type"":""LineString"",""coordinates"":[[-0.12677,51.5714],[-0.12692,51.57153]]}"
Cycle Street,"{""type"":""LineString"",""coordinates"":[[-0.12692,51.57153],[-0.12724,51.57179]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.20764,51.57822],[-0.2071,51.57775]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.2071,51.57775],[-0.20688,51.57757]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.20688,51.57757],[-0.20661,51.5774]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.12568,51.56963],[-0.12557,51.56961]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.12557,51.56961],[-0.12523,51.56958]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.12523,51.56958],[-0.1248,51.56958]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.1248,51.56958],[-0.12475,51.56958]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.19183,51.55145],[-0.19173,51.55136]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.19173,51.55136],[-0.19143,51.55083]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.19143,51.55083],[-0.19136,51.55055]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.19136,51.55055],[-0.19139,51.55015]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.19139,51.55015],[-0.1914,51.55009]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.1914,51.55009],[-0.19146,51.54949]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.19146,51.54949],[-0.19134,51.54927]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.19134,51.54927],[-0.19119,51.54905]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.19119,51.54905],[-0.19101,51.54853]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.16735,51.52404],[-0.16706,51.52379]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.103,51.59068],[-0.10267,51.59086]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.10267,51.59086],[-0.10212,51.59118]]}"
Segregated Cycle Track,"{""type"":""LineString"",""coordinates"":[[-0.15812,51.60564],[-0.17291,51.60155]]}"
Segregated Cycle Track,"{""type"":""LineString"",""coordinates"":[[-0.17291,51.60155],[-0.17392,51.60102]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.25581,51.56135],[-0.25597,51.56121]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.24823,51.55797],[-0.24803,51.55781]]}"
Segregated Cycle Track,"{""type"":""LineString"",""coordinates"":[[-0.25973,51.55215],[-0.25659,51.55262]]}"
Segregated Cycle Track,"{""type"":""LineString"",""coordinates"":[[-0.25659,51.55262],[-0.25365,51.55412]]}"
Segregated Cycle Track,"{""type"":""LineString"",""coordinates"":[[-0.25365,51.55412],[-0.25355,51.55427]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.25106,51.55886],[-0.25353,51.55974]]}"
Segregated Cycle Track,"{""type"":""LineString"",""coordinates"":[[-0.25355,51.55809],[-0.25272,51.5561]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.25029,51.55875],[-0.2501,51.55875]]}"
Segregated Cycle Track,"{""type"":""LineString"",""coordinates"":[[-0.23599,51.56998],[-0.23651,51.56992]]}"
Segregated Cycle Track,"{""type"":""LineString"",""coordinates"":[[-0.23651,51.56992],[-0.23789,51.56967]]}"
Segregated Cycle Track,"{""type"":""LineString"",""coordinates"":[[-0.23789,51.56967],[-0.23837,51.56959]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.07598,51.54473],[-0.076,51.54488]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.076,51.54489],[-0.07598,51.54499]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.07598,51.54499],[-0.07597,51.54504]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.07575,51.54572],[-0.07581,51.5455]]}"
Cycle Lane on Path,
Cycle Street,"{""type"":""LineString"",""coordinates"":[[-0.07605,51.54414],[-0.07575,51.54412]]}"
Cycle Street,"{""type"":""LineString"",""coordinates"":[[-0.07533,51.54409],[-0.07526,51.54409]]}"
Cycle Street,"{""type"":""LineString"",""coordinates"":[[-0.07492,51.54406],[-0.07469,51.54406]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.01338,51.48229],[-0.01342,51.48186]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.01342,51.48186],[-0.01343,51.48176]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.01343,51.48176],[-0.01344,51.48173]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.01344,51.48173],[-0.01347,51.48143]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.09062,51.49832],[-0.09014,51.4979]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.09014,51.4979],[-0.08957,51.49741]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.08957,51.49741],[-0.08931,51.4972]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.08931,51.4972],[-0.08916,51.49708]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.08916,51.49708],[-0.089,51.49694]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.089,51.49694],[-0.08871,51.4967]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.08871,51.4967],[-0.08841,51.49643]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.09163,51.49922],[-0.09062,51.49832]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.10439,51.50763],[-0.10439,51.50781]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.10439,51.50781],[-0.10436,51.50785]]}"
Cycle Street,"{""type"":""LineString"",""coordinates"":[[-0.15566,51.43051],[-0.15252,51.42756]]}"
Cycle Street,"{""type"":""LineString"",""coordinates"":[[-0.10165,51.43579],[-0.10315,51.43548]]}"
Cycle Street,"{""type"":""LineString"",""coordinates"":[[-0.10315,51.43548],[-0.10334,51.43544]]}"
Cycle Street,"{""type"":""LineString"",""coordinates"":[[-0.10334,51.43544],[-0.10347,51.43541]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[0.02423,51.52949],[0.02535,51.5293]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[0.02535,51.5293],[0.02565,51.52916]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[0.02565,51.52916],[0.02576,51.52907]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[0.02576,51.52907],[0.02584,51.52902]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[0.02584,51.52902],[0.02617,51.52873]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[0.02617,51.52873],[0.02641,51.5285]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[0.02641,51.5285],[0.02649,51.52842]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[0.02649,51.52842],[0.02654,51.52835]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[0.02654,51.52835],[0.02691,51.528]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[0.02691,51.528],[0.02734,51.52764]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[0.02734,51.52764],[0.02857,51.52668]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[0.02857,51.52668],[0.02907,51.5262]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[0.02907,51.5262],[0.02909,51.52617]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[0.02909,51.52617],[0.02913,51.52614]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[0.02913,51.52614],[0.02932,51.52591]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.14685,51.50986],[-0.14697,51.50995]]}"
Segregated Cycle Track,"{""type"":""LineString"",""coordinates"":[[-0.26739,51.33327],[-0.26707,51.3334]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.30511,51.31609],[-0.30519,51.31628]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[0.04498,51.50241],[0.04506,51.50247]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[0.04506,51.50247],[0.04494,51.50265]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.10115,51.45277],[-0.10128,51.45262]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.10177,51.45351],[-0.10115,51.45277]]}"
Segregated Cycle Track,"{""type"":""LineString"",""coordinates"":[[-0.26711,51.48768],[-0.25877,51.48767]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[0.03116,51.48784],[0.02853,51.48748]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.02589,51.4749],[-0.02551,51.47484]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.02551,51.47484],[-0.02513,51.47482]]}"
Segregated Cycle Track,"{""type"":""LineString"",""coordinates"":[[-0.25225,51.48664],[-0.25266,51.48671]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.28739,51.48899],[-0.28755,51.48889]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.0177,51.52261],[-0.01746,51.52273]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.01746,51.52273],[-0.01702,51.52288]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.23286,51.48585],[-0.23268,51.48603]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.2415,51.48568],[-0.23508,51.48605]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.2477,51.48003],[-0.24703,51.48155]]}"
Cycle Lane on Path,"{""type"":""LineString"",""coordinates"":[[-0.14913,51.42977],[-0.14741,51.43083]]}"
Cycle Lane on Path,"{""type"":""LineString"",""coordinates"":[[-0.14741,51.43083],[-0.14694,51.43103]]}"
Cycle Lane on Path,"{""type"":""LineString"",""coordinates"":[[-0.14694,51.43103],[-0.14686,51.43106]]}"
