recommended,geometry
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.33348,51.50894],[-0.33303,51.50903]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.33303,51.50903],[-0.33233,51.50917]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.33233,51.50918],[-0.33204,51.50923]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.33204,51.50923],[-0.33178,51.50928]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.33178,51.50928],[-0.33107,51.50941]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.33107,51.50941],[-0.33097,51.50943]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.33097,51.50943],[-0.32937,51.5096]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.32937,51.5096],[-0.32919,51.50959]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.16678,51.45292],[-0.16644,51.4524]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.16644,51.4524],[-0.1661,51.45189]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.1661,51.45189],[-0.16601,51.45176]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.16601,51.45176],[-0.16562,51.45122]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.12466,51.4425],[-0.12471,51.44264]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.12471,51.44264],[-0.12479,51.44286]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.34882,51.52715],[-0.34877,51.52714]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.34877,51.52714],[-0.34865,51.52712]]}"
Cycle Lanes with light segregation,"{""type"":""LineString"",""coordinates"":[[-0.12773,51.50113],[-0.12734,51.50111]]}"
Cycle Lanes with light segregation,"{""type"":""LineString"",""coordinates"":[[-0.12971,51.50233],[-0.12982,51.50153]]}"
Cycle Lane on Path,"{""type"":""LineString"",""coordinates"":[[-0.15259,51.50314],[-0.15263,51.50321]]}"
Cycle Lane on Path,"{""type"":""LineString"",""coordinates"":[[-0.15263,51.50321],[-0.15264,51.50327]]}"
Cycle Lane on Path,"{""type"":""LineString"",""coordinates"":[[-0.14158,51.50249],[-0.14117,51.50266]]}"
Cycle Lanes with light segregation,"{""type"":""LineString"",""coordinates"":[[-0.13951,51.50228],[-0.1394,51.50233]]}"
Cycle Lanes with light segregation,"{""type"":""LineString"",""coordinates"":[[-0.14158,51.50219],[-0.14112,51.5022]]}"
Cycle Lanes with light segregation,"{""type"":""LineString"",""coordinates"":[[-0.14112,51.5022],[-0.1401,51.50204]]}"
Cycle Lanes with light segregation,"{""type"":""LineString"",""coordinates"":[[-0.14891,51.50246],[-0.14186,51.5022]]}"
Cycle Lanes with light segregation,"{""type"":""LineString"",""coordinates"":[[-0.13102,51.50577],[-0.13081,51.50587]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.18784,51.51021],[-0.18693,51.51028]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.18365,51.51049],[-0.18281,51.51057]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.18394,51.5211],[-0.18398,51.52104]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.03759,51.56565],[-0.03753,51.5656]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[0.14772,51.53155],[0.14744,51.53155]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[0.13029,51.55177],[0.13051,51.55176]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[0.07016,51.55831],[0.07013,51.55811]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[0.07013,51.55811],[0.0701,51.55766]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[0.08159,51.55993],[0.08127,51.55987]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[0.09922,51.56097],[0.09951,51.56102]]}"
Segregated Cycle Track,"{""type"":""LineString"",""coordinates"":[[0.04518,51.57572],[0.04513,51.57559]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[0.06588,51.56502],[0.06592,51.56483]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[0.02351,51.56975],[0.0235,51.57093]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[0.0235,51.57093],[0.02352,51.57139]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[0.02352,51.57139],[0.02357,51.57215]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[0.02357,51.57215],[0.0236,51.57266]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[0.0236,51.57266],[0.02363,51.57317]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[0.02363,51.57317],[0.02364,51.57338]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[0.02364,51.57338],[0.02356,51.57353]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[0.16615,51.5384],[0.16552,51.53831]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[0.18419,51.57182],[0.18354,51.57171]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[0.18354,51.57171],[0.18318,51.57167]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[0.13036,51.55118],[0.12867,51.54981]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[0.12867,51.54981],[0.12616,51.54758]]}"
Cycle Lanes with light segregation,"{""type"":""LineString"",""coordinates"":[[-0.17459,51.52672],[-0.17391,51.52701]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.17532,51.52635],[-0.17464,51.52582]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.17459,51.52577],[-0.17464,51.52582]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.1757,51.52467],[-0.17466,51.52392]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.1757,51.52467],[-0.17609,51.52497]]}"
Cycle Lanes with light segregation,"{""type"":""LineString"",""coordinates"":[[-0.17532,51.52635],[-0.17459,51.52672]]}"
Cycle Lanes with light segregation,"{""type"":""LineString"",""coordinates"":[[-0.17391,51.52701],[-0.17361,51.52714]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.17459,51.52577],[-0.17487,51.52561]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.17487,51.52561],[-0.1759,51.52512]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.17681,51.52462],[-0.1769,51.52469]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.17146,51.52621],[-0.17129,51.52614]]}"
Cycle Lane on Path,"{""type"":""LineString"",""coordinates"":[[-0.14662,51.54086],[-0.14689,51.54079]]}"
Cycle Lane on Path,"{""type"":""LineString"",""coordinates"":[[-0.14689,51.54079],[-0.148,51.54058]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.17205,51.52646],[-0.17146,51.52621]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.07687,51.53658],[-0.07688,51.53641]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.07688,51.53641],[-0.07689,51.53605]]}"
Cycle Street,"{""type"":""LineString"",""coordinates"":[[-0.10294,51.53328],[-0.10302,51.53306]]}"
Cycle Street,"{""type"":""LineString"",""coordinates"":[[-0.10302,51.53306],[-0.10306,51.53296]]}"
Cycle Street,"{""type"":""LineString"",""coordinates"":[[-0.10291,51.53332],[-0.10294,51.53328]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.10593,51.53315],[-0.10604,51.53297]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.10637,51.53339],[-0.1062,51.53327]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.10607,51.53319],[-0.10593,51.53315]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.10668,51.53364],[-0.10662,51.53359]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.10662,51.53359],[-0.10637,51.53339]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.11145,51.53331],[-0.11138,51.53262]]}"
Cycle Street,"{""type"":""LineString"",""coordinates"":[[-0.11575,51.53548],[-0.11639,51.53551]]}"
Cycle Street,"{""type"":""LineString"",""coordinates"":[[-0.11639,51.53551],[-0.11684,51.53555]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.14207,51.54103],[-0.14206,51.54107]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.14206,51.54107],[-0.14204,51.54125]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.14204,51.54125],[-0.142,51.54152]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.13738,51.54066],[-0.13752,51.54085]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.11146,51.53446],[-0.11106,51.5359]]}"
Cycle Street,"{""type"":""LineString"",""coordinates"":[[-0.02919,51.53998],[-0.02933,51.5396]]}"
Cycle Street,"{""type"":""LineString"",""coordinates"":[[-0.02933,51.5396],[-0.02978,51.53884]]}"
Cycle Street,"{""type"":""LineString"",""coordinates"":[[-0.02978,51.53884],[-0.02992,51.5387]]}"
Cycle Street,"{""type"":""LineString"",""coordinates"":[[-0.02919,51.53998],[-0.02862,51.53987]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.02749,51.53966],[-0.02733,51.53951]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.15553,51.49066],[-0.15512,51.49006]]}"
Cycle Lane on Path,"{""type"":""LineString"",""coordinates"":[[0.06118,51.49871],[0.06091,51.49867]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.13155,51.52139],[-0.13034,51.52036]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[0.11171,51.57068],[0.11182,51.57137]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[0.11182,51.57137],[0.11192,51.57188]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[0.11192,51.57188],[0.11209,51.57228]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[0.11209,51.57228],[0.11215,51.57247]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[0.11215,51.57247],[0.11252,51.57366]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[0.13029,51.55177],[0.12886,51.55167]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[0.12886,51.55167],[0.1288,51.55167]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[0.1288,51.55167],[0.12496,51.5514]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[0.12496,51.5514],[0.12454,51.55135]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[0.12454,51.55135],[0.12439,51.55134]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[0.12439,51.55134],[0.12364,51.55123]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[0.12364,51.55123],[0.12257,51.55117]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[0.12257,51.55117],[0.1217,51.55113]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[0.1217,51.55113],[0.12048,51.55109]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[0.12048,51.55109],[0.11884,51.55124]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[0.11884,51.55124],[0.1173,51.55143]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[0.1173,51.55143],[0.11618,51.55152]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[0.11618,51.55152],[0.11506,51.55159]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[0.11506,51.55159],[0.11491,51.5516]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[0.08383,51.56886],[0.08394,51.5681]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[0.08394,51.5681],[0.0839,51.56692]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[0.0837,51.57029],[0.08372,51.57005]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[0.08372,51.57005],[0.08383,51.56886]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[0.1858,51.56564],[0.18568,51.56564]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[0.18776,51.57527],[0.18766,51.57514]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[0.18766,51.57514],[0.18759,51.57497]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[0.09345,51.52931],[0.09348,51.52913]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[0.08406,51.53418],[0.085,51.53415]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[0.085,51.53415],[0.08545,51.53417]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[0.08545,51.53417],[0.08617,51.53432]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[0.08617,51.53432],[0.0873,51.53459]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[0.0873,51.53459],[0.08744,51.53464]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[0.12869,51.5704],[0.12987,51.57069]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[0.13041,51.5708],[0.13278,51.5712]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[0.13278,51.5712],[0.13579,51.57171]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[0.13579,51.57171],[0.13646,51.57181]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[0.13646,51.57181],[0.1366,51.57183]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[0.1366,51.57183],[0.13749,51.57194]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[0.13749,51.57194],[0.13767,51.57196]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[0.13767,51.57196],[0.13864,51.572]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[0.13864,51.572],[0.13874,51.572]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[0.13874,51.572],[0.14,51.57205]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[0.14,51.57205],[0.14052,51.57209]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[0.14052,51.57209],[0.14202,51.5722]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[0.13023,51.55122],[0.13029,51.55177]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[0.11248,51.53772],[0.11246,51.53766]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[0.11246,51.53766],[0.11231,51.53715]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[0.11231,51.53715],[0.11209,51.53658]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[0.11209,51.53658],[0.11145,51.53533]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[0.11145,51.53533],[0.11071,51.53438]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[0.1107,51.53438],[0.10984,51.53348]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[0.10245,51.53564],[0.10368,51.53506]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[0.08163,51.53544],[0.08135,51.53546]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[0.08717,51.47979],[0.08544,51.48003]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[0.08544,51.48003],[0.08481,51.48012]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.09152,51.48793],[-0.09158,51.48791]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[0.12987,51.57069],[0.13041,51.5708]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[0.06072,51.51421],[0.06071,51.51429]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[0.06071,51.51429],[0.06069,51.51438]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[0.05951,51.51982],[0.05969,51.51922]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[0.11938,51.5685],[0.12075,51.56879]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[0.12075,51.56879],[0.12164,51.56897]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[0.12164,51.56897],[0.12301,51.56921]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[0.12301,51.56921],[0.12403,51.56938]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[0.12403,51.56938],[0.12428,51.56941]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[0.12428,51.56941],[0.12531,51.56958]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[0.12531,51.56958],[0.12625,51.56976]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[0.12625,51.56976],[0.12717,51.57001]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[0.12717,51.57001],[0.12869,51.5704]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[0.08165,51.56046],[0.0818,51.56015]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[0.14802,51.5611],[0.14805,51.56103]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[0.18883,51.58264],[0.19057,51.58344]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[0.19057,51.58344],[0.19105,51.58364]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[0.15022,51.56137],[0.14996,51.56138]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[0.14996,51.56138],[0.14977,51.56138]]}"
Segregated Cycle Track,"{""type"":""LineString"",""coordinates"":[[0.2255,51.50618],[0.22228,51.51163]]}"
Segregated Cycle Track,"{""type"":""LineString"",""coordinates"":[[0.22228,51.51163],[0.22083,51.51273]]}"
Segregated Cycle Track,"{""type"":""LineString"",""coordinates"":[[0.22083,51.51273],[0.21088,51.51787]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[0.17906,51.57083],[0.1768,51.57031]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[0.1768,51.57031],[0.17622,51.57019]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[0.17622,51.57018],[0.17487,51.56957]]}"
Cycle Lane on Path,"{""type"":""LineString"",""coordinates"":[[-0.0574,51.53432],[-0.0573,51.53433]]}"
Cycle Street,"{""type"":""LineString"",""coordinates"":[[-0.05776,51.53419],[-0.05802,51.53411]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[0.0701,51.55766],[0.07018,51.5574]]}"
Segregated Cycle Track,"{""type"":""LineString"",""coordinates"":[[0.14363,51.58088],[0.143,51.58091]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.05702,51.53851],[-0.05689,51.53871]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.05689,51.53871],[-0.0568,51.53881]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.0568,51.53881],[-0.05664,51.539]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.05664,51.539],[-0.0565,51.53916]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.0565,51.53916],[-0.05646,51.53921]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.05691,51.53796],[-0.05692,51.5377]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.06248,51.53548],[-0.06237,51.53559]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[0.21237,51.5963],[0.21278,51.59499]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[0.21278,51.59499],[0.21295,51.59442]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[0.21295,51.59442],[0.21306,51.59416]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[0.20999,51.59101],[0.21185,51.5921]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[0.20066,51.57425],[0.20118,51.57428]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[0.00375,51.54182],[0.00354,51.54173]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[0.00354,51.54173],[0.00348,51.54171]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[0.00348,51.54171],[0.00301,51.5415]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[0.00301,51.5415],[0.00234,51.54117]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[0.00234,51.54117],[0.00201,51.54101]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[0.00201,51.54101],[0.00167,51.54084]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[0.05073,51.54024],[0.05061,51.54104]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[0.0544,51.53308],[0.05288,51.53279]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[0.05288,51.53279],[0.05217,51.53266]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[0.03411,51.53769],[0.03439,51.53735]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[0.03439,51.53735],[0.03516,51.53605]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[0.03516,51.53605],[0.03526,51.53583]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[0.10716,51.55169],[0.10685,51.55143]]}"
